product_id,sale_date,sales_rep,region,sales_amount,quantity_sold,product_category,unit_cost,unit_price,customer_type,discount,payment_method,sales_channel,region_and_sales_rep
1062,18-11-2023,alice,east,291.34,12,furniture,1088.99,1545,returning,0.04,bank transfer,retail,east-alice
1047,08-08-2023,david,north,1331.25,33,electronics,1341.55,1427.21,returning,0.15,credit card,online,north-david
1062,16-03-2023,david,west,4195.06,45,furniture,4849.6,5166.72,returning,0.25,credit card,online,west-david
1051,04-01-2023,eve,north,4979.36,14,electronics,3686.81,3710.92,new,0.1,bank transfer,retail,north-eve
1055,01-12-2023,charlie,west,4102.47,8,furniture,3513,3838.42,returning,0.13,bank transfer,online,west-charlie
1064,14-05-2023,bob,south,5356.28,8,electronics,4271.99,4417.79,returning,0.04,cash,online,south-bob
1003,28-04-2023,charlie,south,5991.8,27,furniture,623.32,853.66,returning,0.04,cash,online,south-charlie
1051,04-04-2023,bob,east,198.25,12,electronics,3544.48,3723.66,returning,0.19,cash,online,east-bob
1007,03-03-2023,eve,west,4694.54,1,food,2543.26,2637.91,returning,0.2,credit card,online,west-eve
1021,13-07-2023,bob,west,9638.64,43,furniture,4154.3,4469.07,returning,0.23,cash,retail,west-bob
1073,01-12-2023,david,west,5238.42,40,furniture,2565.3,3007.47,returning,0.17,credit card,retail,west-david
1039,22-07-2023,alice,east,6807.67,42,clothing,3120.19,3600.14,returning,0.19,credit card,retail,east-alice
1018,26-01-2023,alice,east,3187.45,11,clothing,2414.82,2519.07,returning,0,cash,online,east-alice
1004,22-06-2023,eve,south,7762.51,39,electronics,2416.89,2778.4,returning,0.05,cash,online,south-eve
1089,27-10-2023,david,north,7751.92,43,furniture,3851.45,4186.98,returning,0.3,credit card,online,north-david
1060,13-05-2023,charlie,west,5260.83,31,electronics,3161.4,3339.66,returning,0.02,bank transfer,online,west-charlie
1014,22-11-2023,david,west,9762.54,17,food,3184.65,3204.01,new,0.2,bank transfer,online,west-david
1009,28-04-2023,alice,north,1342.95,33,clothing,2278.9,2626.9,new,0.05,credit card,online,north-alice
1090,20-11-2023,alice,west,267.78,32,electronics,2678.99,3152.28,returning,0.22,cash,retail,west-alice
1053,02-10-2023,david,east,7724.57,29,electronics,3741.3,4061.04,returning,0.21,credit card,online,east-david
1002,31-07-2023,david,east,8090.84,21,clothing,4138.41,4361.7,returning,0.07,credit card,retail,east-david
1084,13-08-2023,alice,west,1290.05,21,furniture,3497.98,3765.31,new,0.08,cash,online,west-alice
1092,20-01-2023,charlie,east,2729.27,40,electronics,4624.16,4731.98,new,0.2,bank transfer,retail,east-charlie
1060,23-04-2023,eve,east,273.77,23,clothing,4110.6,4488.37,new,0.12,credit card,online,east-eve
1071,20-05-2023,eve,west,3003.76,6,furniture,2831.23,3206.98,returning,0.06,bank transfer,retail,west-eve
1044,16-02-2023,david,south,7754.1,22,food,3373.46,3454.76,returning,0.22,bank transfer,retail,south-david
1008,01-01-2023,eve,north,5227.81,38,clothing,4635.23,5075.44,returning,0.05,cash,online,north-eve
1047,31-03-2023,alice,east,3546.15,37,electronics,3114.88,3256.78,returning,0.26,credit card,online,east-alice
1035,22-05-2023,alice,south,3780.22,45,food,4132.79,4624.1,new,0.15,credit card,retail,south-alice
1078,16-11-2023,david,east,113.4,8,furniture,3459.61,3657.23,returning,0.03,bank transfer,online,east-david
1081,07-02-2023,david,east,3068.03,41,furniture,2782.08,2879.24,new,0.21,bank transfer,online,east-david
1036,20-10-2023,david,north,6499.94,49,clothing,1247.1,1429.44,new,0.16,cash,online,north-david
1050,19-05-2023,charlie,east,9744.52,35,clothing,2158.69,2384.38,returning,0.09,bank transfer,retail,east-charlie
1004,22-12-2023,eve,north,8485.9,11,clothing,4840.33,4884.29,new,0.13,cash,online,north-eve
1002,29-11-2023,david,north,333.59,24,furniture,3305.94,3599.27,new,0.09,credit card,retail,north-david
1006,16-09-2023,bob,north,8995.75,49,food,2843.76,3146.6,new,0.08,cash,retail,north-bob
1054,10-06-2023,bob,south,7853.66,21,furniture,4668.14,5040.22,new,0.05,bank transfer,online,south-bob
1004,27-06-2023,alice,west,7825.72,2,electronics,2953.23,2977.52,returning,0.11,credit card,retail,west-alice
1054,10-01-2023,eve,south,4634.16,40,furniture,2654.11,2929.32,returning,0.08,cash,online,south-eve
1093,18-09-2023,david,west,4040.25,19,electronics,3808.59,3844.51,new,0.21,credit card,online,west-david
1063,18-05-2023,bob,west,3098.87,39,food,3577.69,3931.25,returning,0.21,cash,retail,west-bob
1018,21-06-2023,eve,north,750.38,28,clothing,1006.14,1043.45,new,0.15,bank transfer,retail,north-eve
1090,13-01-2023,alice,east,2359.53,17,clothing,2382.98,2839.73,returning,0.23,bank transfer,retail,east-alice
1044,17-06-2023,charlie,north,2541.38,6,furniture,2388.95,2742.97,returning,0.25,credit card,retail,north-charlie
1034,10-05-2023,eve,east,4892.36,19,clothing,1922.21,2180.83,returning,0.17,credit card,retail,east-eve
1074,25-03-2023,eve,west,7499.7,38,food,2610.6,2836.94,returning,0.19,credit card,online,west-eve
1062,17-11-2023,charlie,north,4790.72,28,clothing,2094.88,2168.91,returning,0.08,cash,retail,north-charlie
1100,15-11-2023,eve,east,672.66,2,furniture,1036.76,1189.35,new,0.27,bank transfer,online,east-eve
1014,11-04-2023,alice,south,9582.12,38,food,2091.21,2527,returning,0.01,credit card,online,south-alice
1095,25-11-2023,alice,east,9432.97,37,electronics,407.77,860.95,new,0.1,credit card,retail,east-alice
1048,30-09-2023,charlie,north,7873.38,4,furniture,2900.14,2910.51,new,0.22,credit card,retail,north-charlie
1015,22-09-2023,david,south,9914.15,22,electronics,4275.59,4576.72,returning,0.02,cash,retail,south-david
1072,07-02-2023,bob,east,5490.38,26,food,3640.17,4002.63,new,0.05,credit card,retail,east-bob
1078,04-04-2023,david,east,9631.41,49,furniture,1833.95,2147.14,returning,0.18,credit card,retail,east-david
1087,05-04-2023,eve,east,848.49,43,furniture,481,531.02,new,0.17,cash,online,east-eve
1062,01-11-2023,bob,east,3720.24,36,food,1050.64,1167.33,new,0.22,cash,online,east-bob
1040,10-03-2023,charlie,east,2331.27,13,clothing,2750.18,2882.85,returning,0.24,credit card,online,east-charlie
1085,14-11-2023,charlie,south,2038.75,32,furniture,1074.93,1492.48,returning,0.04,credit card,retail,south-charlie
1080,24-08-2023,bob,west,1493.95,17,furniture,2742.67,2979.64,returning,0.01,cash,retail,west-bob
1082,30-11-2023,alice,south,6261.9,41,electronics,1196.42,1444.97,returning,0.21,bank transfer,online,south-alice
1053,17-05-2023,bob,south,7835.09,36,clothing,4252.17,4720.27,new,0.09,cash,retail,south-bob
1024,17-03-2023,eve,south,5825.15,46,electronics,2016.49,2338.66,returning,0.19,bank transfer,retail,south-eve
1026,04-02-2023,alice,west,1554.93,19,electronics,1265.48,1715.83,new,0.05,credit card,retail,west-alice
1089,01-01-2023,charlie,north,8130.13,35,clothing,4071.01,4304.7,new,0.14,credit card,online,north-charlie
1060,23-10-2023,bob,west,6395.95,46,clothing,1747.05,1830.27,new,0.15,bank transfer,retail,west-bob
1041,16-11-2023,david,south,3942.84,40,food,601.86,1067.53,new,0.18,cash,online,south-david
1029,01-03-2023,david,east,6773.89,28,clothing,2873.53,3108.3,new,0.15,credit card,retail,east-david
1015,16-11-2023,eve,east,2673.06,1,furniture,2928.74,3027.74,new,0.15,bank transfer,retail,east-eve
1045,15-12-2023,david,south,3517.4,42,clothing,3587.74,3745.91,returning,0.1,cash,online,south-david
1065,24-11-2023,bob,east,9183.11,18,food,1239.09,1273.98,new,0.02,bank transfer,retail,east-bob
1089,24-09-2023,bob,south,2975.99,48,food,2246.67,2486.14,new,0.03,cash,retail,south-bob
1071,27-12-2023,david,east,4752.88,40,food,1447.72,1875.75,new,0.13,cash,retail,east-david
1009,17-08-2023,bob,west,8912.4,33,clothing,450.72,918.17,returning,0.11,cash,online,west-bob
1088,27-09-2023,eve,north,7106.44,12,clothing,4389.24,4856.22,returning,0.15,cash,retail,north-eve
1001,12-11-2023,alice,north,715.81,8,electronics,3657.91,3729.27,new,0.09,bank transfer,retail,north-alice
1008,13-10-2023,eve,west,1558.3,24,electronics,1542.24,1739.45,returning,0.21,bank transfer,retail,west-eve
1088,18-10-2023,eve,west,177.63,16,furniture,3016.9,3040.73,new,0.26,bank transfer,retail,west-eve
1063,01-08-2023,bob,south,6346.13,4,electronics,1046.26,1475.29,returning,0.09,bank transfer,retail,south-bob
1011,14-06-2023,alice,south,4531.97,38,furniture,4456.67,4642.46,new,0.06,bank transfer,online,south-alice
1081,05-01-2023,bob,south,1429.32,44,food,618.79,938.04,returning,0.03,cash,online,south-bob
1008,05-12-2023,charlie,east,9583.55,27,electronics,68.99,429.29,returning,0.18,credit card,retail,east-charlie
1035,19-03-2023,bob,south,5343.63,9,clothing,2534.94,2755.56,returning,0.13,credit card,retail,south-bob
1035,03-03-2023,bob,west,2494.74,47,electronics,2936.48,3096.64,new,0.06,bank transfer,online,west-bob
1033,12-05-2023,bob,north,5055.98,16,furniture,2915.88,3397.36,new,0.2,bank transfer,retail,north-bob
1005,30-03-2023,alice,east,6828.24,12,electronics,319.83,802.43,new,0.04,credit card,retail,east-alice
1041,25-08-2023,bob,south,854.77,31,food,1604.52,1756.34,returning,0.17,cash,retail,south-bob
1028,11-02-2023,alice,east,2819.57,24,clothing,2521.03,2766.05,returning,0.16,bank transfer,retail,east-alice
1007,30-03-2023,david,east,8088.96,14,furniture,1122.07,1608.76,new,0.22,cash,retail,east-david
1073,23-10-2023,charlie,south,4650.68,45,clothing,4369.5,4381.89,returning,0.02,credit card,retail,south-charlie
1072,24-11-2023,alice,east,5511.11,25,clothing,481.19,693.4,new,0.27,credit card,retail,east-alice
1012,22-10-2023,david,north,4384.88,34,furniture,2462.55,2521.77,new,0.21,bank transfer,retail,north-david
1034,14-04-2023,alice,west,534.61,3,clothing,3472.51,3732,new,0.06,cash,online,west-alice
1033,14-01-2023,alice,west,1740.92,24,clothing,1345.67,1367.76,new,0.06,bank transfer,online,west-alice
1048,15-10-2023,charlie,north,4510.86,42,electronics,3139.99,3349.37,returning,0.13,credit card,retail,north-charlie
1023,28-06-2023,eve,east,2170.94,9,clothing,4155.46,4273.6,returning,0.25,cash,retail,east-eve
1062,05-05-2023,eve,south,594.79,26,clothing,992.17,1263.49,returning,0.25,bank transfer,retail,south-eve
1088,19-12-2023,alice,east,8452.13,20,clothing,4590.24,5088.28,new,0.16,bank transfer,retail,east-alice
1037,23-01-2023,bob,north,9813.81,40,clothing,2790.11,3192.37,returning,0.26,bank transfer,online,north-bob
1099,04-03-2023,david,east,7952.11,10,furniture,1531.2,1955.56,new,0,credit card,online,east-david
1044,23-05-2023,bob,west,8552.47,19,food,2182.75,2504.03,new,0.01,bank transfer,online,west-bob
1086,02-06-2023,bob,east,2495.57,3,electronics,1595.35,1625.71,new,0.27,cash,online,east-bob
1091,25-05-2023,alice,north,9610.21,24,clothing,3639.3,3750.63,new,0.23,bank transfer,retail,north-alice
1035,13-08-2023,alice,west,2049.56,5,clothing,3991.69,4454.97,new,0.14,credit card,retail,west-alice
1065,05-11-2023,alice,east,9519.16,3,furniture,4173.04,4362.44,new,0.23,bank transfer,retail,east-alice
1099,14-04-2023,alice,east,9948.71,27,food,4929.55,4990.33,returning,0.29,credit card,online,east-alice
1047,14-04-2023,eve,west,7146.06,16,clothing,3966.86,4321.04,returning,0.23,credit card,retail,west-eve
1078,08-02-2023,alice,south,9813.32,49,furniture,3026.85,3183.58,returning,0.25,cash,retail,south-alice
1003,17-07-2023,eve,west,5738.44,15,electronics,1729.14,1870.88,returning,0.23,cash,online,west-eve
1001,14-05-2023,eve,south,2669.46,35,electronics,2745.75,3244.76,new,0.05,bank transfer,online,south-eve
1005,08-03-2023,alice,north,4426.26,12,clothing,253.29,683.78,new,0.25,credit card,online,north-alice
1090,28-06-2023,charlie,north,5976.25,41,clothing,3736.88,3946.77,returning,0.06,credit card,online,north-charlie
1014,11-02-2023,david,west,823.51,44,food,2257.48,2747.81,returning,0.27,cash,online,west-david
1027,15-01-2023,bob,west,6261.2,26,food,149.11,477.67,returning,0.14,cash,retail,west-bob
1009,21-04-2023,eve,north,9813.66,47,clothing,359.41,733,returning,0.2,bank transfer,retail,north-eve
1079,06-06-2023,david,south,1982.07,34,furniture,1967.96,1993.4,returning,0.15,credit card,online,south-david
1015,16-10-2023,charlie,north,7946.69,23,food,2937.94,3007.53,returning,0.03,cash,retail,north-charlie
1090,19-08-2023,bob,west,9088.2,31,clothing,2347.81,2668.02,returning,0.09,bank transfer,retail,west-bob
1042,06-06-2023,bob,north,9442.65,20,food,3115.06,3565.58,returning,0.3,credit card,retail,north-bob
1077,07-02-2023,eve,west,9605.34,12,clothing,2427.46,2743.09,new,0.29,credit card,retail,west-eve
1051,07-04-2023,alice,west,5262.45,23,electronics,3325.43,3401.1,new,0.1,cash,online,west-alice
1063,16-10-2023,charlie,north,9775.35,4,clothing,1134.67,1201.39,new,0.3,bank transfer,retail,north-charlie
1096,11-09-2023,eve,south,7597.37,23,electronics,608.57,1032.22,new,0.25,cash,retail,south-eve
1052,15-07-2023,charlie,east,1700.55,48,food,3002.35,3080.61,returning,0.18,bank transfer,retail,east-charlie
1096,27-03-2023,alice,north,4821.31,48,clothing,2449.21,2714.12,new,0.01,credit card,online,north-alice
1004,18-11-2023,alice,east,7211.48,1,food,182.99,211.18,returning,0.27,bank transfer,retail,east-alice
1094,10-01-2023,eve,north,2548.67,25,electronics,1933.39,1982.92,new,0.17,bank transfer,online,north-eve
1023,05-01-2023,alice,east,6442.09,2,clothing,575.32,914.77,returning,0.26,bank transfer,online,east-alice
1015,03-05-2023,david,south,6699.34,30,food,2680.22,3027.92,returning,0.25,bank transfer,online,south-david
1043,26-11-2023,bob,south,1710.73,3,electronics,2009.1,2186.42,new,0.25,bank transfer,online,south-bob
1029,19-12-2023,eve,north,5694.34,21,food,3085.1,3200.75,new,0.21,cash,retail,north-eve
1036,28-04-2023,charlie,west,7739.11,25,furniture,4037.73,4446.45,returning,0.09,bank transfer,online,west-charlie
1013,21-10-2023,david,east,5039.07,20,electronics,1533.36,1649.74,returning,0.1,bank transfer,online,east-david
1032,08-06-2023,eve,west,219.82,49,electronics,4812.41,5088,returning,0.09,credit card,online,west-eve
1071,30-10-2023,alice,west,189.48,22,electronics,2701.39,3185.81,new,0.01,bank transfer,online,west-alice
1059,16-08-2023,alice,west,3634.59,21,clothing,3110.54,3192.99,new,0.17,credit card,online,west-alice
1086,31-12-2023,alice,south,9269.32,33,clothing,3419.33,3890.36,returning,0.21,cash,retail,south-alice
1028,04-08-2023,alice,north,2363.9,38,clothing,3350.32,3449.94,new,0.26,cash,online,north-alice
1066,03-07-2023,charlie,north,6380.2,15,furniture,2579.31,2867.36,returning,0.04,bank transfer,retail,north-charlie
1042,15-01-2023,david,south,2298.55,46,furniture,2172.38,2367.11,new,0.16,cash,retail,south-david
1045,06-06-2023,bob,south,3284.53,15,electronics,316.22,799.04,new,0,bank transfer,online,south-bob
1062,16-05-2023,charlie,north,8495.62,46,furniture,159.32,303.36,new,0.03,cash,retail,north-charlie
1057,18-09-2023,charlie,west,7315.73,25,food,1821.91,2027.74,new,0.02,bank transfer,retail,west-charlie
1006,06-06-2023,bob,east,1044.45,21,electronics,1701.62,2193.22,new,0.22,bank transfer,retail,east-bob
1028,16-02-2023,bob,east,4344.15,24,electronics,1969.09,2241.96,returning,0.02,credit card,online,east-bob
1028,20-11-2023,alice,east,388.78,5,food,734.92,991.21,returning,0.21,credit card,online,east-alice
1044,28-11-2023,charlie,west,4860.81,6,electronics,3703.93,3840.24,new,0.07,credit card,online,west-charlie
1084,22-06-2023,eve,north,6658.1,49,furniture,4291.97,4645.64,returning,0.26,credit card,online,north-eve
1030,10-05-2023,bob,south,1273.18,43,clothing,4696.64,4713.68,returning,0.24,bank transfer,online,south-bob
1062,05-04-2023,bob,north,2959.96,48,food,2487.19,2521.45,new,0.29,cash,online,north-bob
1075,25-04-2023,david,west,4038.58,44,furniture,3519.29,3822.98,returning,0.27,bank transfer,online,west-david
1092,31-08-2023,eve,south,9203.36,47,food,4284.98,4462.4,new,0.28,credit card,retail,south-eve
1089,19-10-2023,eve,west,9933.22,23,food,2120.54,2597.67,returning,0.26,credit card,retail,west-eve
1062,09-10-2023,bob,east,544.62,4,electronics,1581.59,2034.15,returning,0.21,cash,online,east-bob
1097,26-10-2023,alice,east,7633.98,27,electronics,4686.79,5046.51,returning,0.05,credit card,retail,east-alice
1001,10-10-2023,david,west,3780.07,18,furniture,2602.6,3013.49,returning,0.08,bank transfer,online,west-david
1027,10-03-2023,eve,south,3985.34,21,food,2511.41,2848.4,returning,0.06,bank transfer,online,south-eve
1062,28-05-2023,bob,south,7567.22,28,electronics,933.16,1004.7,returning,0.18,bank transfer,online,south-bob
1077,11-01-2023,eve,north,9192.42,35,electronics,585.37,970.49,returning,0.15,bank transfer,retail,north-eve
1003,11-09-2023,david,east,9514.19,22,food,4218.43,4331.42,new,0.26,bank transfer,online,east-david
1070,26-11-2023,david,north,5813.51,40,furniture,3089.96,3258.45,new,0.29,cash,online,north-david
1072,26-12-2023,charlie,north,3635.5,23,furniture,1662.83,2074.25,new,0.12,bank transfer,online,north-charlie
1027,07-02-2023,bob,west,7896.74,3,food,999.09,1271.99,new,0.15,credit card,online,west-bob
1009,14-05-2023,david,west,2584.91,40,furniture,2799.71,3231.08,returning,0.29,credit card,retail,west-david
1062,19-07-2023,charlie,north,5684.33,10,electronics,2940.4,3054.79,returning,0.08,credit card,online,north-charlie
1037,23-01-2023,charlie,east,3649.93,25,food,1074.62,1382.43,returning,0.24,credit card,retail,east-charlie
1097,30-10-2023,eve,west,6600.65,49,electronics,4264.46,4315.52,new,0.07,cash,retail,west-eve
1051,12-12-2023,eve,north,2479.95,8,clothing,467.11,792.21,new,0.2,credit card,online,north-eve
1044,29-10-2023,charlie,north,1996.77,11,clothing,1812.66,2196.3,new,0.08,cash,online,north-charlie
1024,29-12-2023,eve,north,9190.57,5,furniture,3417.9,3714.52,returning,0.27,credit card,retail,north-eve
1079,06-08-2023,david,north,1107.86,45,clothing,1406.9,1547.35,new,0.17,cash,retail,north-david
1059,21-05-2023,alice,north,5108.98,37,electronics,4146.99,4172.35,returning,0.06,cash,retail,north-alice
1032,14-04-2023,david,north,2286.44,45,clothing,3712.35,3780.88,new,0.07,cash,retail,north-david
1096,29-07-2023,charlie,west,485.41,38,electronics,3955.66,4270.59,returning,0.15,credit card,online,west-charlie
1088,21-04-2023,charlie,east,456.59,29,furniture,639.58,1107.45,new,0.29,cash,retail,east-charlie
1052,14-04-2023,david,north,1834.7,5,furniture,745.71,856.91,returning,0.23,bank transfer,retail,north-david
1062,12-11-2023,eve,south,8681.03,9,electronics,1468.05,1838.21,new,0.15,bank transfer,retail,south-eve
1058,20-06-2023,eve,west,2896.54,48,clothing,2614.48,3049.04,new,0.1,credit card,retail,west-eve
1052,22-12-2023,charlie,west,9509.55,2,furniture,3752.68,4017.91,returning,0.16,bank transfer,online,west-charlie
1012,20-11-2023,bob,north,5858.06,1,food,4190.83,4528.77,returning,0.22,bank transfer,online,north-bob
1039,13-05-2023,eve,west,4422.48,40,furniture,3536.46,3945.82,new,0.24,bank transfer,online,west-eve
1002,20-10-2023,david,north,5842.88,30,clothing,4646.55,4784.28,returning,0.1,credit card,retail,north-david
1003,24-11-2023,eve,east,5215.31,11,food,3706.78,3862.26,new,0.22,credit card,retail,east-eve
1056,07-05-2023,david,east,7611.88,28,clothing,1566.03,1576.34,returning,0.2,bank transfer,online,east-david
1081,16-04-2023,charlie,west,2896.71,44,electronics,1362.15,1844.07,new,0.29,credit card,online,west-charlie
1059,02-04-2023,eve,west,3595.2,12,food,3496.15,3955.75,returning,0.28,cash,retail,west-eve
1002,14-10-2023,david,south,8951.53,39,clothing,1004.71,1389.35,new,0.24,bank transfer,online,south-david
1002,20-02-2023,charlie,west,9469.92,26,food,508.94,557.69,new,0.22,credit card,retail,west-charlie
1092,29-01-2023,bob,south,8936.33,13,clothing,2684.5,2913.78,new,0.08,credit card,retail,south-bob
1054,23-10-2023,david,east,4252.54,8,food,4117.13,4177.06,returning,0.25,bank transfer,retail,east-david
1087,24-10-2023,bob,east,7825.62,28,clothing,551.83,569.63,new,0.13,credit card,retail,east-bob
1096,02-08-2023,bob,north,4815.72,30,electronics,3969.86,4281.79,returning,0.08,bank transfer,retail,north-bob
1097,24-09-2023,alice,east,5025.64,9,food,4067.28,4548.09,returning,0.12,credit card,retail,east-alice
1001,14-09-2023,eve,south,2126.33,39,food,2437.26,2889.67,returning,0.25,cash,online,south-eve
1019,29-10-2023,david,west,5952.19,31,food,333.69,685.1,new,0.04,bank transfer,online,west-david
1002,11-04-2023,bob,north,1942.75,21,food,914.22,971.57,returning,0.14,cash,online,north-bob
1053,12-12-2023,alice,south,3382.49,47,electronics,3551.76,3696.1,returning,0.15,bank transfer,retail,south-alice
1044,20-04-2023,charlie,west,8564.8,34,food,3573.3,3740.13,returning,0.01,credit card,online,west-charlie
1090,01-07-2023,david,north,2150.05,31,furniture,4496.86,4880.8,new,0.06,cash,retail,north-david
1032,09-11-2023,bob,east,804.47,25,electronics,2934.3,3337.4,returning,0.25,credit card,retail,east-bob
1070,01-01-2023,eve,south,783.18,12,furniture,664.33,863.03,returning,0.25,bank transfer,retail,south-eve
1032,15-11-2023,alice,west,9413.77,1,food,651,865.76,returning,0.09,bank transfer,retail,west-alice
1068,24-02-2023,bob,north,5118.51,22,clothing,3619.61,3651.42,returning,0.26,bank transfer,online,north-bob
1055,29-05-2023,eve,north,4153.18,40,furniture,959.73,1111.41,new,0.23,bank transfer,online,north-eve
1075,05-11-2023,bob,east,8127.7,37,food,1675.51,1906.64,new,0.13,bank transfer,online,east-bob
1056,17-05-2023,david,west,8374.68,47,furniture,2461.7,2529.02,returning,0.22,cash,retail,west-david
1017,21-07-2023,david,east,3388.69,1,food,172.59,404.69,returning,0.29,bank transfer,online,east-david
1038,09-11-2023,david,east,6966.82,1,food,1281.65,1709.71,returning,0.14,credit card,online,east-david
1024,27-04-2023,alice,west,7734.12,42,food,2069.05,2363.9,returning,0.07,cash,online,west-alice
1069,03-06-2023,david,west,6581.04,42,clothing,1434.2,1482.88,new,0.28,credit card,retail,west-david
1098,18-10-2023,eve,west,1600.79,21,furniture,725.03,828.95,new,0.18,bank transfer,online,west-eve
1070,04-03-2023,bob,south,8771.24,15,electronics,3653.66,3896.19,new,0.03,credit card,retail,south-bob
1086,01-09-2023,charlie,west,5437.04,17,electronics,4075.08,4262.21,new,0.17,cash,online,west-charlie
1011,25-01-2023,eve,north,2896.48,22,electronics,1324.52,1510.3,returning,0.15,cash,retail,north-eve
1016,31-03-2023,eve,east,4309.76,38,electronics,3883.38,4152.72,returning,0.26,cash,online,east-eve
1097,16-03-2023,david,south,471.95,35,food,1958.49,2254.84,new,0.16,credit card,online,south-david
1073,21-10-2023,alice,west,1365.88,45,furniture,2558.09,2958.55,new,0.08,cash,online,west-alice
1059,29-07-2023,bob,south,7678.91,16,furniture,4287.21,4464.28,returning,0.2,credit card,retail,south-bob
1070,13-12-2023,alice,west,100.12,8,clothing,3762.27,4166.95,returning,0.16,bank transfer,online,west-alice
1080,17-01-2023,bob,south,4224,47,furniture,4035.33,4211.25,returning,0.07,bank transfer,online,south-bob
1093,08-05-2023,bob,east,5272.85,17,furniture,727.38,764.54,returning,0.17,credit card,retail,east-bob
1003,30-12-2023,alice,east,640.88,17,furniture,395.11,676.66,returning,0.25,cash,retail,east-alice
